# ENG-BREP design lane -- archived probe output
#
# Task B item 1: flat family (both preferences) vs libpcre2, 10,032 pairs, U9-shape classifier column
#
date:        2026-08-16T17:46:27Z
repo commit: 0b9da1f14436cd3c18f4994b0ffef0d74b8bfcd7  (branch lane/nestedlazy)
gcc:         gcc (Ubuntu 15.2.0-16ubuntu1) 15.2.0
python:      Python 3.14.4
host:        Linux 7.0.0-29-generic, 12 cores
#
# EVIDENCE, NEVER AN ORACLE: no check reads this file.
#
pref	pfx	body	count	follow	verdict	why	py_status	pcre2_status	u9_shape
greedy		(a|b)	{2,2}	c?	possessifiable	exact-count+unique-iteration	same	same	False
greedy		(a|b)	{2,2}	$	possessifiable	exact-count+unique-iteration	same	same	False
greedy		(a|b)	{2,2}	ac	possessifiable	exact-count+unique-iteration	same	same	False
greedy		(a|b)	{2,2}	(?:c|a)	possessifiable	exact-count+unique-iteration	same	same	False
greedy		(a|b)	{2,2}	b	possessifiable	exact-count+unique-iteration	same	same	False
greedy		(a|b)	{2,2}	ab	possessifiable	exact-count+unique-iteration	same	same	False
greedy		(a|b)	{2,2}	bc	possessifiable	exact-count+unique-iteration	same	same	False
greedy		(a|b)	{2,2}	\\b	possessifiable	exact-count+unique-iteration	same	same	False
greedy		(a|b)	{2,2}	\\bc	possessifiable	exact-count+unique-iteration	same	same	False
greedy		(a|b)	{2,2}	\\B	possessifiable	exact-count+unique-iteration	same	same	False
greedy		(a|b)	{2,2}	\\Bc	possessifiable	exact-count+unique-iteration	same	same	False
greedy		(a|b)	{2,2}	^	possessifiable	exact-count+unique-iteration	same	same	False
greedy		(a|b)	{0,2}	c	possessifiable	disjoint+unique-iteration	same	same	False
greedy		(a|b)	{0,2}	[cd]	possessifiable	disjoint+unique-iteration	same	same	False
greedy		(a|b)	{0,2}	(?:c|d)	possessifiable	disjoint+unique-iteration	same	same	False
greedy		(a|b)	{0,2}	a	no	overlap:a	DIVERGES	DIVERGES	False
greedy		(a|b)	{0,2}	[ac]	no	overlap:a	DIVERGES	DIVERGES	False
greedy		(a|b)	{0,2}	b?c	no	overlap:b	same	same	False
greedy		(a|b)	{0,2}		possessifiable	disjoint+unique-iteration	same	same	False
greedy		(a|b)	{0,2}	c?	possessifiable	disjoint+unique-iteration	same	same	False
greedy		(a|b)	{0,2}	$	no	overlap:a,b	same	same	False
greedy		(a|b)	{0,2}	ac	no	overlap:a	DIVERGES	DIVERGES	False
greedy		(a|b)	{0,2}	(?:c|a)	no	overlap:a	DIVERGES	DIVERGES	False
greedy		(a|b)	{0,2}	b	no	overlap:b	DIVERGES	DIVERGES	False
greedy		(a|b)	{0,2}	ab	no	overlap:a	DIVERGES	DIVERGES	False
greedy		(a|b)	{0,2}	bc	no	overlap:b	DIVERGES	DIVERGES	False
greedy		(a|b)	{0,2}	\\b	possessifiable	disjoint+unique-iteration	same	same	False
greedy		(a|b)	{0,2}	\\bc	possessifiable	disjoint+unique-iteration	same	same	False
greedy		(a|b)	{0,2}	\\B	possessifiable	disjoint+unique-iteration	same	same	False
greedy		(a|b)	{0,2}	\\Bc	possessifiable	disjoint+unique-iteration	same	same	False
greedy		(a|b)	{0,2}	^	no	overlap:a,b	DIVERGES	DIVERGES	False
greedy		(a|b)	{3,}	c	possessifiable	disjoint+unique-iteration	same	same	False
greedy		(a|b)	{3,}	[cd]	possessifiable	disjoint+unique-iteration	same	same	False
greedy		(a|b)	{3,}	(?:c|d)	possessifiable	disjoint+unique-iteration	same	same	False
greedy		(a|b)	{3,}	a	no	overlap:a	DIVERGES	DIVERGES	False
greedy		(a|b)	{3,}	[ac]	no	overlap:a	DIVERGES	DIVERGES	False
greedy		(a|b)	{3,}	b?c	no	overlap:b	same	same	False
greedy		(a|b)	{3,}		possessifiable	disjoint+unique-iteration	same	same	False
greedy		(a|b)	{3,}	c?	possessifiable	disjoint+unique-iteration	same	same	False
greedy		(a|b)	{3,}	$	no	overlap:a,b	same	same	False
greedy		(a|b)	{3,}	ac	no	overlap:a	same	same	False
greedy		(a|b)	{3,}	(?:c|a)	no	overlap:a	DIVERGES	DIVERGES	False
greedy		(a|b)	{3,}	b	no	overlap:b	DIVERGES	DIVERGES	False
greedy		(a|b)	{3,}	ab	no	overlap:a	DIVERGES	DIVERGES	False
greedy		(a|b)	{3,}	bc	no	overlap:b	DIVERGES	DIVERGES	False
greedy		(a|b)	{3,}	\\b	possessifiable	disjoint+unique-iteration	same	same	False
greedy		(a|b)	{3,}	\\bc	possessifiable	disjoint+unique-iteration	same	same	False
greedy		(a|b)	{3,}	\\B	possessifiable	disjoint+unique-iteration	same	same	False
greedy		(a|b)	{3,}	\\Bc	possessifiable	disjoint+unique-iteration	same	same	False
greedy		(a|b)	{3,}	^	no	overlap:a,b	same	same	False
greedy		(a|b)	*	c	possessifiable	disjoint+unique-iteration	same	same	False
greedy		(a|b)	*	[cd]	possessifiable	disjoint+unique-iteration	same	same	False
greedy		(a|b)	*	(?:c|d)	possessifiable	disjoint+unique-iteration	same	same	False
greedy		(a|b)	*	a	no	overlap:a	DIVERGES	DIVERGES	False
greedy		(a|b)	*	[ac]	no	overlap:a	DIVERGES	DIVERGES	False
greedy		(a|b)	*	b?c	no	overlap:b	same	same	False
greedy		(a|b)	*		possessifiable	disjoint+unique-iteration	same	same	False
greedy		(a|b)	*	c?	possessifiable	disjoint+unique-iteration	same	same	False
greedy		(a|b)	*	$	no	overlap:a,b	same	same	False
greedy		(a|b)	*	ac	no	overlap:a	DIVERGES	DIVERGES	False
greedy		(a|b)	*	(?:c|a)	no	overlap:a	DIVERGES	DIVERGES	False
greedy		(a|b)	*	b	no	overlap:b	DIVERGES	DIVERGES	False
greedy		(a|b)	*	ab	no	overlap:a	DIVERGES	DIVERGES	False
greedy		(a|b)	*	bc	no	overlap:b	DIVERGES	DIVERGES	False
greedy		(a|b)	*	\\b	possessifiable	disjoint+unique-iteration	same	same	False
greedy		(a|b)	*	\\bc	possessifiable	disjoint+unique-iteration	same	same	False
greedy		(a|b)	*	\\B	possessifiable	disjoint+unique-iteration	same	same	False
greedy		(a|b)	*	\\Bc	possessifiable	disjoint+unique-iteration	same	same	False
greedy		(a|b)	*	^	no	overlap:a,b	DIVERGES	DIVERGES	False
greedy		(a|b)	+	c	possessifiable	disjoint+unique-iteration	same	same	False
greedy		(a|b)	+	[cd]	possessifiable	disjoint+unique-iteration	same	same	False
greedy		(a|b)	+	(?:c|d)	possessifiable	disjoint+unique-iteration	same	same	False
greedy		(a|b)	+	a	no	overlap:a	DIVERGES	DIVERGES	False
greedy		(a|b)	+	[ac]	no	overlap:a	DIVERGES	DIVERGES	False
greedy		(a|b)	+	b?c	no	overlap:b	same	same	False
greedy		(a|b)	+		possessifiable	disjoint+unique-iteration	same	same	False
greedy		(a|b)	+	c?	possessifiable	disjoint+unique-iteration	same	same	False
greedy		(a|b)	+	$	no	overlap:a,b	same	same	False
greedy		(a|b)	+	ac	no	overlap:a	DIVERGES	DIVERGES	False
greedy		(a|b)	+	(?:c|a)	no	overlap:a	DIVERGES	DIVERGES	False
greedy		(a|b)	+	b	no	overlap:b	DIVERGES	DIVERGES	False
greedy		(a|b)	+	ab	no	overlap:a	DIVERGES	DIVERGES	False
greedy		(a|b)	+	bc	no	overlap:b	DIVERGES	DIVERGES	False
greedy		(a|b)	+	\\b	possessifiable	disjoint+unique-iteration	same	same	False
greedy		(a|b)	+	\\bc	possessifiable	disjoint+unique-iteration	same	same	False
greedy		(a|b)	+	\\B	possessifiable	disjoint+unique-iteration	same	same	False
greedy		(a|b)	+	\\Bc	possessifiable	disjoint+unique-iteration	same	same	False
greedy		(a|b)	+	^	no	overlap:a,b	same	same	False
greedy		(a|b)	?	c	possessifiable	disjoint+unique-iteration	same	same	False
greedy		(a|b)	?	[cd]	possessifiable	disjoint+unique-iteration	same	same	False
greedy		(a|b)	?	(?:c|d)	possessifiable	disjoint+unique-iteration	same	same	False
greedy		(a|b)	?	a	no	overlap:a	DIVERGES	DIVERGES	False
greedy		(a|b)	?	[ac]	no	overlap:a	DIVERGES	DIVERGES	False
greedy		(a|b)	?	b?c	no	overlap:b	same	same	False
greedy		(a|b)	?		possessifiable	disjoint+unique-iteration	same	same	False
greedy		(a|b)	?	c?	possessifiable	disjoint+unique-iteration	same	same	False
greedy		(a|b)	?	$	no	overlap:a,b	same	same	False
greedy		(a|b)	?	ac	no	overlap:a	DIVERGES	DIVERGES	False
greedy		(a|b)	?	(?:c|a)	no	overlap:a	DIVERGES	DIVERGES	False
greedy		(a|b)	?	b	no	overlap:b	DIVERGES	DIVERGES	False
greedy		(a|b)	?	ab	no	overlap:a	DIVERGES	DIVERGES	False
greedy		(a|b)	?	bc	no	overlap:b	DIVERGES	DIVERGES	False
greedy		(a|b)	?	\\b	possessifiable	disjoint+unique-iteration	same	same	False
greedy		(a|b)	?	\\bc	possessifiable	disjoint+unique-iteration	same	same	False
greedy		(a|b)	?	\\B	possessifiable	disjoint+unique-iteration	same	same	False
greedy		(a|b)	?	\\Bc	possessifiable	disjoint+unique-iteration	same	same	False
greedy		(a|b)	?	^	no	overlap:a,b	DIVERGES	DIVERGES	False
greedy		((a)|b)	{0,4}	c	possessifiable	disjoint+unique-iteration	same	same	False
greedy		((a)|b)	{0,4}	[cd]	possessifiable	disjoint+unique-iteration	same	same	False
greedy		((a)|b)	{0,4}	(?:c|d)	possessifiable	disjoint+unique-iteration	same	same	False
greedy		((a)|b)	{0,4}	a	no	overlap:a	DIVERGES	DIVERGES	False
greedy		((a)|b)	{0,4}	[ac]	no	overlap:a	DIVERGES	DIVERGES	False
greedy		((a)|b)	{0,4}	b?c	no	overlap:b	same	same	False
greedy		((a)|b)	{0,4}		possessifiable	disjoint+unique-iteration	same	same	False
greedy		((a)|b)	{0,4}	c?	possessifiable	disjoint+unique-iteration	same	same	False
greedy		((a)|b)	{0,4}	$	no	overlap:a,b	same	same	False
greedy		((a)|b)	{0,4}	ac	no	overlap:a	DIVERGES	DIVERGES	False
greedy		((a)|b)	{0,4}	(?:c|a)	no	overlap:a	DIVERGES	DIVERGES	False
greedy		((a)|b)	{0,4}	b	no	overlap:b	DIVERGES	DIVERGES	False
greedy		((a)|b)	{0,4}	ab	no	overlap:a	DIVERGES	DIVERGES	False
greedy		((a)|b)	{0,4}	bc	no	overlap:b	DIVERGES	DIVERGES	False
greedy		((a)|b)	{0,4}	\\b	possessifiable	disjoint+unique-iteration	same	same	False
greedy		((a)|b)	{0,4}	\\bc	possessifiable	disjoint+unique-iteration	same	same	False
greedy		((a)|b)	{0,4}	\\B	possessifiable	disjoint+unique-iteration	same	same	False
greedy		((a)|b)	{0,4}	\\Bc	possessifiable	disjoint+unique-iteration	same	same	False
greedy		((a)|b)	{0,4}	^	no	overlap:a,b	DIVERGES	DIVERGES	False
greedy		((a)|b)	{1,3}	c	possessifiable	disjoint+unique-iteration	same	same	False
greedy		((a)|b)	{1,3}	[cd]	possessifiable	disjoint+unique-iteration	same	same	False
greedy		((a)|b)	{1,3}	(?:c|d)	possessifiable	disjoint+unique-iteration	same	same	False
greedy		((a)|b)	{1,3}	a	no	overlap:a	DIVERGES	DIVERGES	False
greedy		((a)|b)	{1,3}	[ac]	no	overlap:a	DIVERGES	DIVERGES	False
greedy		((a)|b)	{1,3}	b?c	no	overlap:b	same	same	False
greedy		((a)|b)	{1,3}		possessifiable	disjoint+unique-iteration	same	same	False
greedy		((a)|b)	{1,3}	c?	possessifiable	disjoint+unique-iteration	same	same	False
greedy		((a)|b)	{1,3}	$	no	overlap:a,b	same	same	False
greedy		((a)|b)	{1,3}	ac	no	overlap:a	DIVERGES	DIVERGES	False
greedy		((a)|b)	{1,3}	(?:c|a)	no	overlap:a	DIVERGES	DIVERGES	False
greedy		((a)|b)	{1,3}	b	no	overlap:b	DIVERGES	DIVERGES	False
greedy		((a)|b)	{1,3}	ab	no	overlap:a	DIVERGES	DIVERGES	False
greedy		((a)|b)	{1,3}	bc	no	overlap:b	DIVERGES	DIVERGES	False
greedy		((a)|b)	{1,3}	\\b	possessifiable	disjoint+unique-iteration	same	same	False
greedy		((a)|b)	{1,3}	\\bc	possessifiable	disjoint+unique-iteration	same	same	False
greedy		((a)|b)	{1,3}	\\B	possessifiable	disjoint+unique-iteration	same	same	False
greedy		((a)|b)	{1,3}	\\Bc	possessifiable	disjoint+unique-iteration	same	same	False
greedy		((a)|b)	{1,3}	^	no	overlap:a,b	same	same	False
greedy		((a)|b)	{2,2}	c	possessifiable	exact-count+unique-iteration	same	same	False
greedy		((a)|b)	{2,2}	[cd]	possessifiable	exact-count+unique-iteration	same	same	False
greedy		((a)|b)	{2,2}	(?:c|d)	possessifiable	exact-count+unique-iteration	same	same	False
greedy		((a)|b)	{2,2}	a	possessifiable	exact-count+unique-iteration	same	same	False
greedy		((a)|b)	{2,2}	[ac]	possessifiable	exact-count+unique-iteration	same	same	False
greedy		((a)|b)	{2,2}	b?c	possessifiable	exact-count+unique-iteration	same	same	False
greedy		((a)|b)	{2,2}		possessifiable	exact-count+unique-iteration	same	same	False
greedy		((a)|b)	{2,2}	c?	possessifiable	exact-count+unique-iteration	same	same	False
greedy		((a)|b)	{2,2}	$	possessifiable	exact-count+unique-iteration	same	same	False
greedy		((a)|b)	{2,2}	ac	possessifiable	exact-count+unique-iteration	same	same	False
greedy		((a)|b)	{2,2}	(?:c|a)	possessifiable	exact-count+unique-iteration	same	same	False
greedy		((a)|b)	{2,2}	b	possessifiable	exact-count+unique-iteration	same	same	False
greedy		((a)|b)	{2,2}	ab	possessifiable	exact-count+unique-iteration	same	same	False
greedy		((a)|b)	{2,2}	bc	possessifiable	exact-count+unique-iteration	same	same	False
greedy		((a)|b)	{2,2}	\\b	possessifiable	exact-count+unique-iteration	same	same	False
greedy		((a)|b)	{2,2}	\\bc	possessifiable	exact-count+unique-iteration	same	same	False
greedy		((a)|b)	{2,2}	\\B	possessifiable	exact-count+unique-iteration	same	same	False
greedy		((a)|b)	{2,2}	\\Bc	possessifiable	exact-count+unique-iteration	same	same	False
greedy		((a)|b)	{2,2}	^	possessifiable	exact-count+unique-iteration	same	same	False
greedy		((a)|b)	{0,2}	c	possessifiable	disjoint+unique-iteration	same	same	False
greedy		((a)|b)	{0,2}	[cd]	possessifiable	disjoint+unique-iteration	same	same	False
greedy		((a)|b)	{0,2}	(?:c|d)	possessifiable	disjoint+unique-iteration	same	same	False
greedy		((a)|b)	{0,2}	a	no	overlap:a	DIVERGES	DIVERGES	False
greedy		((a)|b)	{0,2}	[ac]	no	overlap:a	DIVERGES	DIVERGES	False
greedy		((a)|b)	{0,2}	b?c	no	overlap:b	same	same	False
greedy		((a)|b)	{0,2}		possessifiable	disjoint+unique-iteration	same	same	False
greedy		((a)|b)	{0,2}	c?	possessifiable	disjoint+unique-iteration	same	same	False
greedy		((a)|b)	{0,2}	$	no	overlap:a,b	same	same	False
greedy		((a)|b)	{0,2}	ac	no	overlap:a	DIVERGES	DIVERGES	False
greedy		((a)|b)	{0,2}	(?:c|a)	no	overlap:a	DIVERGES	DIVERGES	False
greedy		((a)|b)	{0,2}	b	no	overlap:b	DIVERGES	DIVERGES	False
greedy		((a)|b)	{0,2}	ab	no	overlap:a	DIVERGES	DIVERGES	False
greedy		((a)|b)	{0,2}	bc	no	overlap:b	DIVERGES	DIVERGES	False
greedy		((a)|b)	{0,2}	\\b	possessifiable	disjoint+unique-iteration	same	same	False
greedy		((a)|b)	{0,2}	\\bc	possessifiable	disjoint+unique-iteration	same	same	False
greedy		((a)|b)	{0,2}	\\B	possessifiable	disjoint+unique-iteration	same	same	False
greedy		((a)|b)	{0,2}	\\Bc	possessifiable	disjoint+unique-iteration	same	same	False
greedy		((a)|b)	{0,2}	^	no	overlap:a,b	DIVERGES	DIVERGES	False
greedy		((a)|b)	{3,}	c	possessifiable	disjoint+unique-iteration	same	same	False
greedy		((a)|b)	{3,}	[cd]	possessifiable	disjoint+unique-iteration	same	same	False
greedy		((a)|b)	{3,}	(?:c|d)	possessifiable	disjoint+unique-iteration	same	same	False
greedy		((a)|b)	{3,}	a	no	overlap:a	DIVERGES	DIVERGES	False
greedy		((a)|b)	{3,}	[ac]	no	overlap:a	DIVERGES	DIVERGES	False
greedy		((a)|b)	{3,}	b?c	no	overlap:b	same	same	False
greedy		((a)|b)	{3,}		possessifiable	disjoint+unique-iteration	same	same	False
greedy		((a)|b)	{3,}	c?	possessifiable	disjoint+unique-iteration	same	same	False
greedy		((a)|b)	{3,}	$	no	overlap:a,b	same	same	False
greedy		((a)|b)	{3,}	ac	no	overlap:a	same	same	False
greedy		((a)|b)	{3,}	(?:c|a)	no	overlap:a	DIVERGES	DIVERGES	False
greedy		((a)|b)	{3,}	b	no	overlap:b	DIVERGES	DIVERGES	False
greedy		((a)|b)	{3,}	ab	no	overlap:a	DIVERGES	DIVERGES	False
greedy		((a)|b)	{3,}	bc	no	overlap:b	DIVERGES	DIVERGES	False
greedy		((a)|b)	{3,}	\\b	possessifiable	disjoint+unique-iteration	same	same	False
greedy		((a)|b)	{3,}	\\bc	possessifiable	disjoint+unique-iteration	same	same	False
greedy		((a)|b)	{3,}	\\B	possessifiable	disjoint+unique-iteration	same	same	False
greedy		((a)|b)	{3,}	\\Bc	possessifiable	disjoint+unique-iteration	same	same	False
greedy		((a)|b)	{3,}	^	no	overlap:a,b	same	same	False
greedy		((a)|b)	*	c	possessifiable	disjoint+unique-iteration	same	same	False
greedy		((a)|b)	*	[cd]	possessifiable	disjoint+unique-iteration	same	same	False
greedy		((a)|b)	*	(?:c|d)	possessifiable	disjoint+unique-iteration	same	same	False
greedy		((a)|b)	*	a	no	overlap:a	DIVERGES	DIVERGES	False
greedy		((a)|b)	*	[ac]	no	overlap:a	DIVERGES	DIVERGES	False
greedy		((a)|b)	*	b?c	no	overlap:b	same	same	False
greedy		((a)|b)	*		possessifiable	disjoint+unique-iteration	same	same	False
greedy		((a)|b)	*	c?	possessifiable	disjoint+unique-iteration	same	same	False
greedy		((a)|b)	*	$	no	overlap:a,b	same	same	False
greedy		((a)|b)	*	ac	no	overlap:a	DIVERGES	DIVERGES	False
greedy		((a)|b)	*	(?:c|a)	no	overlap:a	DIVERGES	DIVERGES	False
greedy		((a)|b)	*	b	no	overlap:b	DIVERGES	DIVERGES	False
greedy		((a)|b)	*	ab	no	overlap:a	DIVERGES	DIVERGES	False
greedy		((a)|b)	*	bc	no	overlap:b	DIVERGES	DIVERGES	False
greedy		((a)|b)	*	\\b	possessifiable	disjoint+unique-iteration	same	same	False
greedy		((a)|b)	*	\\bc	possessifiable	disjoint+unique-iteration	same	same	False
greedy		((a)|b)	*	\\B	possessifiable	disjoint+unique-iteration	same	same	False
greedy		((a)|b)	*	\\Bc	possessifiable	disjoint+unique-iteration	same	same	False
greedy		((a)|b)	*	^	no	overlap:a,b	DIVERGES	DIVERGES	False
greedy		((a)|b)	+	c	possessifiable	disjoint+unique-iteration	same	same	False
greedy		((a)|b)	+	[cd]	possessifiable	disjoint+unique-iteration	same	same	False
greedy		((a)|b)	+	(?:c|d)	possessifiable	disjoint+unique-iteration	same	same	False
greedy		((a)|b)	+	a	no	overlap:a	DIVERGES	DIVERGES	False
greedy		((a)|b)	+	[ac]	no	overlap:a	DIVERGES	DIVERGES	False
greedy		((a)|b)	+	b?c	no	overlap:b	same	same	False
greedy		((a)|b)	+		possessifiable	disjoint+unique-iteration	same	same	False
greedy		((a)|b)	+	c?	possessifiable	disjoint+unique-iteration	same	same	False
greedy		((a)|b)	+	$	no	overlap:a,b	same	same	False
greedy		((a)|b)	+	ac	no	overlap:a	DIVERGES	DIVERGES	False
greedy		((a)|b)	+	(?:c|a)	no	overlap:a	DIVERGES	DIVERGES	False
greedy		((a)|b)	+	b	no	overlap:b	DIVERGES	DIVERGES	False
greedy		((a)|b)	+	ab	no	overlap:a	DIVERGES	DIVERGES	False
greedy		((a)|b)	+	bc	no	overlap:b	DIVERGES	DIVERGES	False
greedy		((a)|b)	+	\\b	possessifiable	disjoint+unique-iteration	same	same	False
greedy		((a)|b)	+	\\bc	possessifiable	disjoint+unique-iteration	same	same	False
greedy		((a)|b)	+	\\B	possessifiable	disjoint+unique-iteration	same	same	False
greedy		((a)|b)	+	\\Bc	possessifiable	disjoint+unique-iteration	same	same	False
greedy		((a)|b)	+	^	no	overlap:a,b	same	same	False
greedy		((a)|b)	?	c	possessifiable	disjoint+unique-iteration	same	same	False
greedy		((a)|b)	?	[cd]	possessifiable	disjoint+unique-iteration	same	same	False
greedy		((a)|b)	?	(?:c|d)	possessifiable	disjoint+unique-iteration	same	same	False
greedy		((a)|b)	?	a	no	overlap:a	DIVERGES	DIVERGES	False
greedy		((a)|b)	?	[ac]	no	overlap:a	DIVERGES	DIVERGES	False
greedy		((a)|b)	?	b?c	no	overlap:b	same	same	False
greedy		((a)|b)	?		possessifiable	disjoint+unique-iteration	same	same	False
greedy		((a)|b)	?	c?	possessifiable	disjoint+unique-iteration	same	same	False
greedy		((a)|b)	?	$	no	overlap:a,b	same	same	False
greedy		((a)|b)	?	ac	no	overlap:a	DIVERGES	DIVERGES	False
greedy		((a)|b)	?	(?:c|a)	no	overlap:a	DIVERGES	DIVERGES	False
greedy		((a)|b)	?	b	no	overlap:b	DIVERGES	DIVERGES	False
greedy		((a)|b)	?	ab	no	overlap:a	DIVERGES	DIVERGES	False
greedy		((a)|b)	?	bc	no	overlap:b	DIVERGES	DIVERGES	False
greedy		((a)|b)	?	\\b	possessifiable	disjoint+unique-iteration	same	same	False
greedy		((a)|b)	?	\\bc	possessifiable	disjoint+unique-iteration	same	same	False
greedy		((a)|b)	?	\\B	possessifiable	disjoint+unique-iteration	same	same	False
greedy		((a)|b)	?	\\Bc	possessifiable	disjoint+unique-iteration	same	same	False
greedy		((a)|b)	?	^	no	overlap:a,b	DIVERGES	DIVERGES	False
greedy		(?:ab)	{0,4}	c	possessifiable	disjoint+unique-iteration	same	same	False
greedy		(?:ab)	{0,4}	[cd]	possessifiable	disjoint+unique-iteration	same	same	False
greedy		(?:ab)	{0,4}	(?:c|d)	possessifiable	disjoint+unique-iteration	same	same	False
greedy		(?:ab)	{0,4}	a	no	overlap:a	DIVERGES	DIVERGES	False
greedy		(?:ab)	{0,4}	[ac]	no	overlap:a	DIVERGES	DIVERGES	False
greedy		(?:ab)	{0,4}	b?c	possessifiable	disjoint+unique-iteration	same	same	False
greedy		(?:ab)	{0,4}		possessifiable	disjoint+unique-iteration	same	same	False
greedy		(?:ab)	{0,4}	c?	possessifiable	disjoint+unique-iteration	same	same	False
greedy		(?:ab)	{0,4}	$	no	overlap:a	same	same	False
greedy		(?:ab)	{0,4}	ac	no	overlap:a	same	same	False
greedy		(?:ab)	{0,4}	(?:c|a)	no	overlap:a	DIVERGES	DIVERGES	False
greedy		(?:ab)	{0,4}	b	possessifiable	disjoint+unique-iteration	same	same	False
greedy		(?:ab)	{0,4}	ab	no	overlap:a	DIVERGES	DIVERGES	False
greedy		(?:ab)	{0,4}	bc	possessifiable	disjoint+unique-iteration	same	same	False
greedy		(?:ab)	{0,4}	\\b	possessifiable	disjoint+unique-iteration	same	same	False
greedy		(?:ab)	{0,4}	\\bc	possessifiable	disjoint+unique-iteration	same	same	False
greedy		(?:ab)	{0,4}	\\B	possessifiable	disjoint+unique-iteration	same	same	False
greedy		(?:ab)	{0,4}	\\Bc	possessifiable	disjoint+unique-iteration	same	same	False
greedy		(?:ab)	{0,4}	^	no	overlap:a	DIVERGES	DIVERGES	False
greedy		(?:ab)	{1,3}	c	possessifiable	disjoint+unique-iteration	same	same	False
greedy		(?:ab)	{1,3}	[cd]	possessifiable	disjoint+unique-iteration	same	same	False
greedy		(?:ab)	{1,3}	(?:c|d)	possessifiable	disjoint+unique-iteration	same	same	False
greedy		(?:ab)	{1,3}	a	no	overlap:a	DIVERGES	DIVERGES	False
greedy		(?:ab)	{1,3}	[ac]	no	overlap:a	DIVERGES	DIVERGES	False
greedy		(?:ab)	{1,3}	b?c	possessifiable	disjoint+unique-iteration	same	same	False
greedy		(?:ab)	{1,3}		possessifiable	disjoint+unique-iteration	same	same	False
greedy		(?:ab)	{1,3}	c?	possessifiable	disjoint+unique-iteration	same	same	False
greedy		(?:ab)	{1,3}	$	no	overlap:a	same	same	False
greedy		(?:ab)	{1,3}	ac	no	overlap:a	same	same	False
greedy		(?:ab)	{1,3}	(?:c|a)	no	overlap:a	DIVERGES	DIVERGES	False
greedy		(?:ab)	{1,3}	b	possessifiable	disjoint+unique-iteration	same	same	False
greedy		(?:ab)	{1,3}	ab	no	overlap:a	DIVERGES	DIVERGES	False
greedy		(?:ab)	{1,3}	bc	possessifiable	disjoint+unique-iteration	same	same	False
greedy		(?:ab)	{1,3}	\\b	possessifiable	disjoint+unique-iteration	same	same	False
greedy		(?:ab)	{1,3}	\\bc	possessifiable	disjoint+unique-iteration	same	same	False
greedy		(?:ab)	{1,3}	\\B	possessifiable	disjoint+unique-iteration	same	same	False
greedy		(?:ab)	{1,3}	\\Bc	possessifiable	disjoint+unique-iteration	same	same	False
